Unnamed: 0,name,phno,date,employee_id,employee_name,branch,ids,product_id,product_type,product_name,product_company,Quantity_ordered,Price of commodity,Total_price,net_price
2851.0,Narayan Kattimani,7148508128,18-02-2022,201,Reema,KOR,09718137-cc4b-444d-b420-f2db530dadfc,21,Agricultural Tools,Garden Rake,Mathana,9,256,2304,215.04
2852.0,Shiva Kotambri,7727992936,11-02-2022,104,Pranav,DSH,07ca7f5f-e12b-4e0f-8530-40fab67061ee,227,Electrical,Holder(Angle),Anchor,5,35,175,28.0
2853.0,Geetha Kudari,7659426188,25-02-2022,103,Praveen,DSH,731eb071-b39a-496a-982a-321a8503c21f,187,Building item,Hammer,Simco,1,550,550,467.5
2854.0,Raman Limbekai,7090995728,02-02-2022,101,Pallavi,DSH,0ef2a1e0-51c3-42a1-85f6-a0af8110b840,410,Paint,White,Applecoat,3,240,720,208.8
2855.0,Amogh Patil,8597266840,12-02-2022,302,Suresh,VIJ,e3abd62f-a021-4dee-8685-ed1bcd345200,249,Building item,Felicol,Asian,10,45,450,38.7
2856.0,Gayatri Rai,9315931648,17-02-2022,102,Pavitra,DSH,2290ed7e-1b0d-420f-8e60-ef5c871bccf2,203,Electrical,Bulb CFL,Halonix,1,130,130,109.2
2857.0,Somshekar Kuri,6162777144,07-02-2022,103,Praveen,DSH,7e131a37-7a1a-44a9-8d24-b32df80189bc,84,Agricultural Tools,AXE Kottarakka Pattern,Mathana,5,651,3255,540.33
2858.0,Dheeraj Shetty,8045516471,08-02-2022,203,Rama,KOR,daeb578a-e4de-4ff3-b298-588aa4f60d40,42,Agricultural Tools,Sledge Hammer,Mathana,3,1290,3870,1032.0
2859.0,Nayana Bhat,8813791349,25-02-2022,103,Praveen,DSH,3ec82c19-d607-45c2-9e9e-1a3cb7c9f63b,531,Building item,Wood Fin,Asian,9,76,684,60.8
2860.0,Ritvik Mirjankar,6896970445,26-02-2022,203,Rama,KOR,1b856e0a-5769-42cb-b298-642aada2edd7,485,Building item,BlackOxide,Tata,6,150,900,127.5
2861.0,Subrmanya Doddamani,7995682821,22-02-2022,104,Pranav,DSH,c88b8e04-d5b4-4296-86a9-8184e2540834,170,Agricultural Tools,Niles(Iron),Bullet,2,290,580,258.1
2862.0,Priya Byali,6921624703,16-02-2022,102,Pavitra,DSH,4d33e10b-2cfa-4ed9-955a-49665b8c0003,349,Building item,Hinjus,Bita,9,12,108,10.68
2863.0,Jagganath Pai,6445551778,09-02-2022,302,Suresh,VIJ,71f64e18-042f-4c56-bc43-7b20fa118c38,249,Building item,Felicol,Asian,8,45,360,38.7
2864.0,Varun Hunasimarad,8180578358,15-02-2022,201,Reema,KOR,5833ffe2-5535-43b9-9706-d126f01b272d,21,Agricultural Tools,Garden Rake,Mathana,5,256,1280,215.04
2865.0,Girija Ballal,9218091807,11-02-2022,301,Suma,VIJ,ae61bb2a-0441-435a-820c-61bd016fc029,317,Building item,Rod Cutting Blade,Eternity,8,15,120,12.15
2866.0,Shishir Rotti,7936052299,24-02-2022,204,Renuka,KOR,f0abde08-9efa-4a95-a91c-d1618efc559c,87,Agricultural Tools,Mammatty Button Head & West Cost Pattern,Simco,7,419,2933,356.15
2867.0,Chetan Rai,6226155624,03-02-2022,104,Pranav,DSH,d23ddd7a-a743-4404-bc0f-131b9e6965c4,345,Building item,Hinjus,Beeta,1,35,35,30.1
2868.0,Vinuta Toppige,7295429305,10-02-2022,203,Rama,KOR,0cb5d41b-f017-4b62-b9e5-c6911eb2a750,217,Electrical,Electronic wire,SR,9,16,144,14.08
2869.0,Shashidar Rai,9057576038,23-02-2022,302,Suresh,VIJ,f6304d26-8cfa-4b18-bb32-d69509bbe937,74,Agricultural Tools,AXE Kottarakka Pattern,Simco,9,523,4707,423.63
2870.0,Utaam Kini,8962683429,16-02-2022,104,Pranav,DSH,9abe6062-155a-44ad-a801-86ce3e98cf16,130,Agricultural Tools,Quintany Button Head,Simco,10,467,4670,387.61
2871.0,Parvati Pyati,8352788292,17-02-2022,303,Suraj,VIJ,d9cf75ee-8c6c-43e2-bb7c-5c45c13eda05,134,Agricultural Tools,Quintany Button Head,Mathana,7,490,3430,396.9
2872.0,Vasant Limbekai,8005962826,10-02-2022,104,Pranav,DSH,8924e37f-7f83-4aa0-9a6b-b443b9b1d411,364,Building item,Cutting Player,Tapari,3,230,690,202.4
2873.0,Vasant Kini,9273790462,15-02-2022,204,Renuka,KOR,b46795b0-289c-438d-8dd8-f5938d321abb,18,Agricultural Tools,Garden Rake,Simco,1,414,414,372.6
2874.0,Aishwarya Pai,7294300666,09-02-2022,203,Rama,KOR,95da1c33-fe48-4f4f-a9b9-e0fc98879fe1,228,Electrical,Holder(Straight),z,1,26,26,22.36
2875.0,Kubera Tenginkai,9221264211,28-02-2022,103,Praveen,DSH,5d36b364-57c3-4e27-8ba7-d4f4af8a9e30,245,Building item,Felicol,Pidilite,8,50,400,40.0
2876.0,Ganesh Beegadkai,9210917740,24-02-2022,101,Pallavi,DSH,c4d19126-c07a-4e45-86c7-3b83387071ed,147,Agricultural Tools,Niles(Steel),Ebba,3,300,900,255.0
2877.0,Renuka Limbekai,8790946558,04-02-2022,103,Praveen,DSH,52721d29-657f-4e38-b1fc-472712b0ea71,365,Building item,Cutting Player,Tapari,3,285,855,250.8
2878.0,Subrmanya Doddamani,8860977427,18-02-2022,202,Ramesh,KOR,5e1c2088-a08e-42f1-8850-a632d4ab1bc8,408,Paint,White,Applecoat,5,68,340,59.16
2879.0,Ganesh Hadimani,9955022397,10-02-2022,103,Praveen,DSH,344b7863-ff23-489e-9ee8-0f8afb92cae2,246,Building item,Felicol,Pidilite,6,80,480,65.6
2880.0,Samveetha Hunasimarad,9167504909,18-02-2022,102,Pavitra,DSH,5daddef3-5cf0-4f14-97c4-68b2bdc58d9f,473,Paint,Premier,Asian,1,750,750,637.5
2881.0,Tony Akki,8694775197,12-02-2022,301,Suma,VIJ,be483a33-a82c-4466-a789-7a8ad45fc9c6,517,Building item,Sponer,Taphory,3,105,315,92.4
2882.0,Hanumappa Reddy,8173585076,12-02-2022,302,Suresh,VIJ,3d9ff73a-b4d4-421d-9b53-c7a993d8a9b1,142,Agricultural Tools,Mammatty Naden,Tata,6,240,1440,208.8
2883.0,Yeshaswini Shenoy,9012208142,18-02-2022,303,Suraj,VIJ,e475479c-965e-4bec-a317-2b5f157356bb,134,Agricultural Tools,Quintany Button Head,Mathana,2,490,980,396.9
2884.0,Pawan Kudari,8650917187,10-02-2022,304,Suhas,VIJ,dac7e6a9-9add-4e2f-94d1-ee346d34eaa8,145,Agricultural Tools,K.K. Mattock,Simco,2,450,900,387.0
2885.0,Hanumappa Byali,9282985936,05-02-2022,302,Suresh,VIJ,57d3f393-a68b-45f4-b6a2-c1286b5d7ada,383,Paint,Phiroza,Asian,5,27,135,21.87
2886.0,Geetha Bandi,6381886344,07-02-2022,203,Rama,KOR,856d94df-6d41-481b-a7fa-9d6fc54a07cd,499,Building item,Welding Rod,Osima,3,280,840,229.6
2887.0,Shishir Pyati,8097962568,14-02-2022,203,Rama,KOR,a83df530-2f0e-407c-b382-cd2114f76429,174,Building item,Hammer,Tata,6,290,1740,249.4
2888.0,Kubera Doddamani,6672509532,15-02-2022,201,Reema,KOR,5dbb432f-4f6d-4c6e-85c3-c7018c7eb078,197,Electrical,Bulb CFL,Panasonic,5,180,900,154.8
2889.0,Shoba Rao,9795984215,01-02-2022,101,Pallavi,DSH,bd8afbe0-7665-4e9e-8a1e-363ff74044e4,213,Electrical,Switch,Hifi,7,15,105,12.9
2890.0,Raman Ballal,8474478825,24-02-2022,302,Suresh,VIJ,247d63f9-d84a-435d-be7f-69236bbbed39,276,Building item,AlDrop,Padmini,6,100,600,85.0
2891.0,Utaam Ballal,7844749842,22-02-2022,103,Praveen,DSH,0b7e29d2-31b5-4ef1-94da-81b5831892bb,23,Agricultural Tools,Garden Rake,Mathana,2,366,732,303.78
2892.0,Aishwarya Belagavi,9983448777,23-02-2022,104,Pranav,DSH,376cc3ce-a31e-4422-9f37-0b5f6ef5b4e1,342,Building item,Hinjus,Beeta,6,15,90,13.2
2893.0,Dheeraj Shenoy,6689351871,21-02-2022,101,Pallavi,DSH,24e9a848-b37c-490e-81ac-a955e1cf53ef,196,Electrical,Bulb CFL,Panasonic,4,120,480,98.4
2894.0,Dheeraj Kudari,7692129271,21-02-2022,104,Pranav,DSH,37ab916d-0fa9-4533-b62d-b9538f7968ba,35,Agricultural Tools,Sledge Hammer,Simco,2,216,432,179.28
2895.0,Priya Kattimani,6377682894,19-02-2022,101,Pallavi,DSH,5c78aeed-5c81-421f-bf32-fc9579eca0fd,14,Agricultural Tools,Garden Rake,Simco,6,158,948,139.04
2896.0,Prateek Kage,9963673306,09-02-2022,204,Renuka,KOR,4e700ba9-ef86-4081-844b-b248bf8ebbd4,236,Building item,Polish68,Vijay Vital Chemicals,7,286,2002,245.96
2897.0,Dhanush Belagavi,7682207725,22-02-2022,103,Praveen,DSH,00a00db3-5dd2-413a-afd9-93d999f35bd1,177,Building item,Hammer,Tata,2,540,1080,486.0
2898.0,Seema Doddamani,9377354071,19-02-2022,104,Pranav,DSH,58df9b22-ce5a-4ec7-beba-bf287fc21dd4,97,Agricultural Tools,Mammatty Mysore pattern Short & long neck,Simco,2,408,816,330.48
2899.0,Ujval Rai,8066409835,17-02-2022,204,Renuka,KOR,9aace0c1-0d7c-47df-bd1e-b29e3625a1e9,389,Paint,G.Yellow,Asian,10,48,480,39.84
2900.0,Jagganath Hunasimarad,8799952719,28-02-2022,204,Renuka,KOR,9a431875-a0f3-45d0-be70-d788f7fb0bc1,303,Building item,Tower Bolt,Padmini,1,45,45,37.8
2901.0,Bhagya Kattimani,8256487104,09-02-2022,304,Suhas,VIJ,32f79c8d-fd2d-4c1e-8c2b-60fe4742b0a7,365,Building item,Cutting Player,Tapari,4,285,1140,250.8
2902.0,Darshan Hebbar,8548918199,11-02-2022,201,Reema,KOR,1daf074a-9f63-4e86-a83f-02e025f0b47c,393,Paint,Black,Asian,2,32,64,27.2
2903.0,Mallikarjun Rai,9403606927,03-02-2022,202,Ramesh,KOR,860cc7fa-9d40-478a-94ab-8d274ade2413,22,Agricultural Tools,Garden Rake,Mathana,7,304,2128,261.44
2904.0,Sridevi Doddamani,7399066119,19-02-2022,102,Pavitra,DSH,6765a6a1-0320-4e5c-995e-6ee08fa02010,473,Paint,Premier,Asian,2,750,1500,637.5
2905.0,Shreyas Hanagi,9403764775,05-02-2022,104,Pranav,DSH,fb193bca-5e8a-4f63-a208-e3131f594378,247,Building item,Felicol,Pidilite,1,140,140,123.2
2906.0,Ritvik Kudari,6914305747,04-02-2022,103,Praveen,DSH,0694796e-b86e-4a2f-bbe6-33e6153faff7,362,Building item,Screw Driver,Metro,9,86,774,74.82
2907.0,Shantala Ullagaddi,7283931807,12-02-2022,203,Rama,KOR,a81f405b-ec42-4309-8a65-6f0faaa20e36,24,Agricultural Tools,Wedding Rake,Simco,6,214,1284,173.34
2908.0,Narayan Pai,7216018689,11-02-2022,203,Rama,KOR,5c0f2633-1b6f-4bfe-a5fe-89a9c65ac291,124,Agricultural Tools,Kodali Fork,tata,9,350,3150,297.5
2909.0,Girish Kage,6701431027,12-02-2022,204,Renuka,KOR,d6059180-9be8-47a2-8ed7-fa8ceee6557a,168,Agricultural Tools,Niles(Iron),Bullet,10,290,2900,261.0
2910.0,Sameeksha Patil,6754418580,28-02-2022,104,Pranav,DSH,e621f35c-0343-4516-9217-908639b74c4d,417,Paint,Phiroza,Applecoat,5,50,250,43.0
2911.0,Guru Hublikar,8648106813,08-02-2022,303,Suraj,VIJ,2b33aa6d-173f-427b-8870-e59fd8b412f9,225,Electrical,Electronic wire,Essar,1,22,22,18.48
2912.0,Vasant Kage,8864656786,02-02-2022,302,Suresh,VIJ,29063b5f-6c47-49aa-9a91-0b8fd285caa0,385,Paint,Phiroza,Asian,3,110,330,90.2
2913.0,Saraswati Hublikar,7076293462,12-02-2022,302,Suresh,VIJ,0e2cc9a9-4e89-4eb5-bedb-4c50d87908e2,354,Building item,Hinjus,Bita,8,50,400,40.5
2914.0,Vinay Menasinkai,6044701126,15-02-2022,302,Suresh,VIJ,9ca2c0cf-db36-4233-86a3-4b3b879a1d4b,51,Agricultural Tools,Garden Shears,Simco,2,1052,2104,904.72
2915.0,Kishen Byali,7975402085,04-02-2022,204,Renuka,KOR,a8f5d37b-6a51-47c6-b46d-d628247942f4,180,Building item,Hammer,Tata,4,870,3480,739.5
2916.0,Bhagya Hanagi,8784571260,22-02-2022,103,Praveen,DSH,f36b50ea-a6a2-4ebb-9b1b-1392343087c2,419,Paint,Phiroza,Applecoat,5,128,640,108.8
2917.0,Arjun Byali,9475920074,17-02-2022,102,Pavitra,DSH,cc8bf70d-41c4-432b-85d5-a8290d9e2613,260,Building item,Sand Paper,Beer,9,35,315,28.7
2918.0,Abhhishek Shenoy,6347142095,21-02-2022,301,Suma,VIJ,f40356ae-4d9c-460d-957f-9bd1ce8156e3,357,Building item,Screw Driver,Tapari,2,60,120,51.0
2919.0,Anu Doddamani,6267555214,12-02-2022,304,Suhas,VIJ,6d25dc21-2f95-4fc5-9faa-726f521b8d1a,306,Building item,Tower Bolt(steel),Raju,4,65,260,55.25
2920.0,Ritvik Bandi,9597198750,22-02-2022,303,Suraj,VIJ,2ffeaf8e-d8e1-410a-9ef9-abdb7be6ff0a,246,Building item,Felicol,Pidilite,4,80,320,65.6
2921.0,Shashidar Kuri,8174163088,12-02-2022,302,Suresh,VIJ,7fb2ccef-dc49-40cb-86d8-ea45f41553e5,347,Building item,Hinjus,Beeta,2,60,120,51.0
2922.0,Ganga Kudari,7500443154,24-02-2022,302,Suresh,VIJ,8a9c3f79-c21a-44e4-97ef-6481c39f3144,270,Building item,Files,JK,6,40,240,34.0
2923.0,Nikhil Bandi,7034877224,25-02-2022,104,Pranav,DSH,45a637cd-6889-44d9-bd9a-b5a72c116451,205,Electrical,Bulb CFL,Halonix,2,250,500,225.0
2924.0,Darshan Amavasya,8640409808,17-02-2022,204,Renuka,KOR,94f19836-8a71-4e2e-b81e-6d00b8b146a9,16,Agricultural Tools,Garden Rake,Simco,9,296,2664,245.68
2925.0,Sameeksha Hebbar,8874441815,05-02-2022,103,Praveen,DSH,481682de-e532-43ca-bf8b-8194dc271319,346,Building item,Hinjus,Beeta,2,45,90,36.45
2926.0,Govind Hublikar,6092414098,01-02-2022,101,Pallavi,DSH,f90e0416-b268-43d4-af0d-879725aa8f16,352,Building item,Hinjus,Bita,7,35,245,31.15
2927.0,Shiva Tenginkai,6981343827,11-02-2022,202,Ramesh,KOR,46fe4b61-6649-4fa5-b5b0-7c427be8ee21,146,Agricultural Tools,K.K. Mattock,Tata,7,380,2660,330.6
2928.0,Yeshaswini Pai,6217359844,22-02-2022,102,Pavitra,DSH,23849bb3-f9cd-4a44-8eaf-2f545bb5530a,362,Building item,Screw Driver,Metro,8,86,688,74.82
2929.0,Girish Pyati,9165417345,14-02-2022,203,Rama,KOR,1e0b980f-26ce-4fb0-bbfd-d30805cc9b61,465,Paint,Roller with handel,KPL,6,90,540,74.7
2930.0,Ramesh Bandi,6955370116,17-02-2022,202,Ramesh,KOR,7159198d-b3d8-40f0-bab7-dbc2eddf1342,492,Building item,Karni,Kirana,9,85,765,73.95
2931.0,Seema Angadi,9429746985,03-02-2022,102,Pavitra,DSH,756cd120-dbe0-4b79-9d9a-06f5002d4f8f,189,Building item,Hammer,Simco,2,760,1520,623.2
2932.0,Mallikarjun Kini,7311751064,16-02-2022,104,Pranav,DSH,4a3f31cd-c0d0-4aef-b3e8-c941a4fcc9c8,474,Paint,Premier,AppleCoat,3,850,2550,731.0
2933.0,Shreyas Shenoy,9439747163,19-02-2022,304,Suhas,VIJ,36de77e3-8020-46ac-b7ef-00adbdbc1850,234,Building item,Polish66,Vijay Vital Chemicals,8,64,512,57.6
2934.0,Tejaswini Kuri,8259746434,19-02-2022,203,Rama,KOR,8629948e-a037-4e0b-93d6-704efc9458a5,454,Paint,Sum,Surya,9,700,6300,630.0
2935.0,Chetan Hublikar,7449903898,07-02-2022,102,Pavitra,DSH,6a93834a-7945-41e7-84da-3a0dc7d3dd48,126,Agricultural Tools,Potato Hoe,Tata,2,315,630,283.5
2936.0,Narayan Shetty,9811864378,15-02-2022,202,Ramesh,KOR,2597318e-74eb-4822-93ca-daddcff41c5f,23,Agricultural Tools,Garden Rake,Mathana,2,366,732,303.78
2937.0,Vidya Doddamani,8812013879,12-02-2022,301,Suma,VIJ,c9966b08-2c7a-4212-bbf5-a406d064fd0e,509,Building item,Sponer,Tata,4,110,440,94.6
2938.0,Subrmanya Reddy,8959096410,11-02-2022,202,Ramesh,KOR,6a4dc2a4-b9bc-45db-b48f-87b25d16cd68,94,Agricultural Tools,Mammatty Button Head & West Cost Pattern,Mathana,5,427,2135,384.3
2939.0,Sukesh Toppige,6948877939,12-02-2022,102,Pavitra,DSH,8e64667a-e861-4d1e-aec9-17bd4e7ee171,57,Agricultural Tools,Grass Cutting Knife,Mathana,8,295,2360,253.7
2940.0,Divya Pyati,6119393636,28-02-2022,203,Rama,KOR,44d9982b-34e5-4d99-b58f-6c7125eaa26a,423,Paint,G.Yellow,Applecoat,1,68,68,61.2
2941.0,Nikhil Hegede,9696216167,10-02-2022,301,Suma,VIJ,2db2720a-41f8-424b-bbc1-88a0227c86ca,410,Paint,White,Applecoat,2,240,480,208.8
2942.0,Kubera Kuri,7130304780,21-02-2022,304,Suhas,VIJ,5d6e352f-6515-4088-9523-d0765c4961a0,380,Paint,Green,Asian,7,78,546,63.96
2943.0,Ambruta Hegede,6937696985,26-02-2022,101,Pallavi,DSH,51f478a3-02cc-4deb-9c9c-5899e2ce6bb8,274,Building item,AlDrop,Shivam,2,85,170,68.85
2944.0,Hanumappa Pyati,8129714482,05-02-2022,302,Suresh,VIJ,7f086341-d979-4ce6-b2f0-26f8b7556f93,87,Agricultural Tools,Mammatty Button Head & West Cost Pattern,Simco,8,419,3352,356.15
2945.0,Ritvik Hebbar,9886521855,17-02-2022,104,Pranav,DSH,10f59112-1f30-4f6a-a9c0-4a648dedfdef,264,Building item,Sand Paper,Beer,1,20,20,17.0
2946.0,Vinuta Kattimani,6110270704,05-02-2022,203,Rama,KOR,74e36abc-ba9d-41e1-90b1-be5cd79d243e,120,Agricultural Tools,Coffee Prunner,Tata,6,370,2220,303.4
2947.0,Deepak Pai,7665453407,17-02-2022,104,Pranav,DSH,eef02d83-bb8e-48fb-9ba7-0eb697beffea,253,Building item,Felicol,Asian,8,295,2360,265.5
2948.0,hrihari Akki,8668612175,16-02-2022,304,Suhas,VIJ,04074260-7754-46e7-90e3-e09f0a74583f,534,Building item,Adhesive Tape,Abro Tape,10,281,2810,252.9
2949.0,Sridevi Shenoy,7569347138,23-02-2022,201,Reema,KOR,fa7c5c96-02e0-4155-8855-2cc0942b8a7c,376,Paint,White,Asian,3,178,534,153.08
2950.0,Somshekar Kudari,8667705654,12-02-2022,201,Reema,KOR,8b24d309-a0c9-4e7d-9aca-b07b20b65319,478,Building item,RedOxide,RR Redoxide,3,85,255,75.65
2951.0,Karana Rao,8901206150,07-02-2022,303,Suraj,VIJ,8001214f-5d84-4e5f-81ca-18d84ee24fa5,30,Agricultural Tools,Wedding Rake,Mathana,2,294,588,246.96
2952.0,Kavita Rai,6529335969,14-02-2022,204,Renuka,KOR,97b190cf-1f0f-4f50-8e62-8eae7c1df49d,2,Agricultural Tools,Axy CelyonPattern,Tata,6,250,1500,202.5
2953.0,Nandan Beegadkai,6189240854,24-02-2022,203,Rama,KOR,3cc42573-0727-44b5-9cf5-2489d206c797,287,Building item,Latches(steel),Shivam,3,170,510,144.5
2954.0,Guru Pai,7476851877,26-02-2022,101,Pallavi,DSH,a0abd4e5-d410-4932-87dd-bce3d45e2dae,334,Building item,Granet Polish Blade,Jonbhandari,2,90,180,80.1
2955.0,Sindhu Hanagi,8875638767,03-02-2022,202,Ramesh,KOR,aea26db1-a583-47b7-8092-cf314217a3f2,367,Building item,Cutting Player,RSI,6,235,1410,197.4
2956.0,Deepak Kattimani,6910068324,22-02-2022,102,Pavitra,DSH,33e3a1ed-156f-4a26-883a-0a176315135c,165,Agricultural Tools,Niles(Iron),Bullet,1,290,290,243.6
2957.0,Mahesh Kattimani,9185481700,10-02-2022,203,Rama,KOR,266d6bf6-86f1-41a6-9ee1-8a8ba6d471ab,111,Agricultural Tools,Kottayam Thoomba,mathana,3,490,1470,411.6
2958.0,Veena Menasinkai,7932372705,15-02-2022,203,Rama,KOR,a2a8ba2d-fad9-46ab-b504-15e488c59fc4,88,Agricultural Tools,Mammatty Button Head & West Cost Pattern,Simco,3,443,1329,367.69
2959.0,Shishir Jamkhandi,7380302921,15-02-2022,103,Praveen,DSH,a5eb36ee-9afb-4a95-b402-98ce8f06df2c,292,Building item,Handle,Padmini,7,25,175,21.25
2960.0,Deepak Hebbar,8557237647,19-02-2022,304,Suhas,VIJ,80a61798-6d44-4dc2-9ad7-45c1f937ade0,205,Electrical,Bulb CFL,Halonix,4,250,1000,225.0
2961.0,Kavya Limbekai,7038277478,05-02-2022,101,Pallavi,DSH,477a70d4-9493-48aa-aba1-694e61502fba,142,Agricultural Tools,Mammatty Naden,Tata,5,240,1200,208.8
2962.0,Venktash Ballal,8312058884,11-02-2022,303,Suraj,VIJ,57f6e79e-d46f-4267-b5d6-1f9b218d709c,407,Paint,White,Applecoat,7,50,350,42.0
2963.0,Girish Tenginkai,7687824774,04-02-2022,104,Pranav,DSH,38ee06e5-c8b0-45ff-8741-5a789bdb46c0,451,Paint,Sum,Surya,9,30,270,26.4
2964.0,Shambavi Kattimani,7659792165,17-02-2022,204,Renuka,KOR,9262bcc1-2847-4885-beae-30434c09b140,104,Agricultural Tools,Mammatty Mysore pattern Short & long neck,Mathana,1,423,423,351.09
2965.0,Shashidar Patil,8366305092,15-02-2022,304,Suhas,VIJ,10a520c6-351c-4b73-89c1-ec7e5064dadf,464,Paint,Roller with handel,KPL,4,90,360,74.7
2966.0,Jagganath Amavasya,6136119014,08-02-2022,303,Suraj,VIJ,336151d6-e2b2-4b4b-9108-c9495f088c62,281,Building item,Aldrop(Stain Steel) ,Padmini,5,250,1250,205.0
2967.0,Girija Kattimani,8603738377,03-02-2022,101,Pallavi,DSH,d00b1b6b-1e63-48ce-a908-f4ab87d47390,476,Paint,Premier,AppleCoat,5,6420,32100,5649.6
2968.0,Vikshit Mirjankar,9384029687,21-02-2022,202,Ramesh,KOR,01d2f625-24a9-425d-8972-fc2fee56bff0,378,Paint,Green,Asian,5,27,135,23.49
2969.0,Govind Bandi,9277848720,02-02-2022,103,Praveen,DSH,62a40ec9-c120-41c6-a356-56c9b93adb87,164,Agricultural Tools,Niles(Steel),Bullet,8,290,2320,243.6
2970.0,Renuka Ballal,8484446060,25-02-2022,201,Reema,KOR,fa33446a-8d0e-4f2c-95ca-612325e1476d,248,Building item,Felicol,Pidilite,4,260,1040,226.2
2971.0,Shiva Rotti,9221896208,24-02-2022,204,Renuka,KOR,16831f5a-f03b-4c77-a661-a6e50747ec15,4,Agricultural Tools,Mamutte Black,Simco,3,408,1224,338.64
2972.0,Rahul Shetty,6957293768,26-02-2022,203,Rama,KOR,cea620c9-2d52-4762-bbca-c2560aa2e81d,225,Electrical,Electronic wire,Essar,6,22,132,18.48
2973.0,Prabha Hebbar,7838723624,12-02-2022,102,Pavitra,DSH,b74c5194-632a-4355-8a6e-de3b5675f802,471,Paint,Premier,Asian,2,1510,3020,1283.5
2974.0,Keshaw Hegede,6133728144,21-02-2022,201,Reema,KOR,29f5d01c-4379-447e-8109-10d9e5874440,184,Building item,Hammer,Simco,8,250,2000,220.0
2975.0,Shiva Hegede,9954254032,26-02-2022,204,Renuka,KOR,685071e0-c168-49c5-acff-e0f71f856cc2,498,Building item,Welding Rod,Osima,10,280,2800,243.6
2976.0,Lavanya Ballolli,8567851293,22-02-2022,202,Ramesh,KOR,401213a0-72df-4766-a226-f22f9ae83c4e,41,Agricultural Tools,Sledge Hammer,Simco,10,1590,15900,1367.4
2977.0,Arjun Hadimani,7147326001,19-02-2022,304,Suhas,VIJ,e1bb4d0e-4ce2-44e9-a520-4cad72428edc,73,Agricultural Tools,AXE Kottarakka Pattern,Simco,9,497,4473,412.51
2978.0,Ganesh Shenoy,8279001419,23-02-2022,202,Ramesh,KOR,66bf26af-d109-45b2-aad1-bd113d99a6ac,268,Building item,Wood Cutter,JK,6,210,1260,180.6
2979.0,Shreya Hebbar,9327452979,03-02-2022,301,Suma,VIJ,c740bd19-2597-443f-a9df-083f5444d541,529,Building item,Wood Fin,Fivicol,5,162,810,139.32
2980.0,Dhanush Kage,6174194703,07-02-2022,304,Suhas,VIJ,581cc9f0-3f22-4eda-b5d5-bcff9386d670,453,Paint,Sum,Surya,8,300,2400,243.0
2981.0,Varun Hebbar,8164517516,22-02-2022,202,Ramesh,KOR,f55b5ebf-3348-4240-9d66-f7f2783bfac4,206,Electrical,Bulb CFL,Halonix,5,290,1450,232.0
2982.0,Anu Limbekai,7959405420,10-02-2022,304,Suhas,VIJ,d5093666-f8f8-4641-8adb-0812f446c388,143,Agricultural Tools,Mammatty Naden,Tata,7,270,1890,229.5
2983.0,Vikshit Rao,6359706126,28-02-2022,303,Suraj,VIJ,e16a815d-6ed3-499a-9122-bde9650b8a0d,118,Agricultural Tools,Tin Cutter,Mathana,10,1500,15000,1305.0
2984.0,Dheeraj Rao,8227812648,03-02-2022,203,Rama,KOR,ee502131-9d70-4696-a786-20f582403b7a,18,Agricultural Tools,Garden Rake,Simco,4,414,1656,372.6
2985.0,Kavya Hadimani,6517905956,21-02-2022,201,Reema,KOR,00690682-3d60-4f1a-bec7-f8c10e301379,173,Building item,Hammer,Tata,6,190,1140,169.1
2986.0,hrihari Belagavi,9824398911,25-02-2022,101,Pallavi,DSH,9413b660-90fa-4301-abf4-4597d0cb712e,405,Paint,Golden Brown,Asian,1,357,357,321.3
2987.0,Rajath Kuri,9276268301,16-02-2022,102,Pavitra,DSH,7be00dc7-9ff4-45c0-a91a-cb7f8f24ecbe,163,Agricultural Tools,Niles(Steel),Bullet,6,290,1740,243.6
2988.0,Ananya Rotti,6054392943,09-02-2022,302,Suresh,VIJ,c101e833-8154-45cb-b5e3-2e8f4b3718ab,365,Building item,Cutting Player,Tapari,6,285,1710,250.8
2989.0,Vasudev Mirjankar,7187824192,18-02-2022,304,Suhas,VIJ,ec1c12b4-53a8-4063-8ae2-db34b6002212,76,Agricultural Tools,AXE Kottarakka Pattern,Simco,9,640,5760,537.6
2990.0,Jagganath Menasinkai,7371336436,09-02-2022,101,Pallavi,DSH,74993cc3-74d7-417a-b5d5-4940f13580b4,341,Building item,Hinjus,Beeta,5,10,50,8.4
2991.0,Ganga Jamkhandi,6605326501,24-02-2022,303,Suraj,VIJ,71fd2c8d-06a3-4c51-9ba5-c40fc4287286,207,Electrical,Bulb CFL,Halonix,6,120,720,108.0
2992.0,Girish Amavasya,8464533789,08-02-2022,104,Pranav,DSH,cb274a59-eee8-4b43-b738-1b66ded09789,383,Paint,Phiroza,Asian,6,27,162,21.87
2993.0,Utaam Amavasya,6473080402,03-02-2022,204,Renuka,KOR,9f3ed3b3-f0a5-495b-b29d-7325b67386c9,520,Building item,Saw,Trishool,8,135,1080,112.05
2994.0,Radhika Bhat,8197523963,12-02-2022,302,Suresh,VIJ,39ee7271-12ed-43bc-afa6-02e03577e206,123,Agricultural Tools,Kodali Fork,Simco,10,389,3890,315.09
2995.0,Amogh Byali,6618423677,07-02-2022,303,Suraj,VIJ,d969e38f-faba-457f-afb0-132452cbc11c,71,Agricultural Tools,Axe Tamilnadu Pattern,Mathana,5,570,2850,467.4
